3	165	1
3	167	2
3	282	1
3	580	2
3	1744	2
3	2134	1
3	2237	1
3	2539	1
3	2843	1
3	3128	1
3	3516	3
3	3989	2
3	4298	3
6	1283	2
6	1612	2
6	1639	1
6	4207	1
6	4635	2
6	4718	1
9	474	1
9	718	2
9	870	2
9	1022	1
9	1156	1
9	1285	1
9	1491	1
9	2645	1
9	2701	2
9	3819	2
9	3820	2
9	4296	1
15	398	1
15	863	1
15	1766	1
15	3142	1
15	3469	1
15	4032	1
15	4362	1
15	4472	1
18	138	1
18	253	1
18	1225	1
18	1297	1
18	1412	1
18	1830	1
18	1927	1
18	2058	1
18	2083	1
18	2121	1
18	2322	1
18	3085	1
18	3571	1
18	4621	1
18	4646	1
18	4651	1
18	4662	1
19	455	1
19	723	1
19	745	1
19	803	1
19	832	1
19	1086	1
19	1660	1
19	1729	1
19	2093	1
19	2257	1
19	3237	1
19	3699	1
19	3713	1
19	3809	1
19	4341	1
19	4387	1
19	4623	1
33	506	1
33	712	1
33	758	1
33	794	2
33	2057	1
49	131	1
49	419	1
49	691	1
49	741	1
49	905	1
49	1118	1
49	1637	1
49	1754	1
49	2087	1
49	2745	1
49	3945	1
49	3981	1
49	4417	1
49	4467	1
58	758	1
58	931	1
58	1519	1
58	3506	1
61	1398	2
61	3036	1
61	4635	1
63	406	2
63	1515	1
63	2237	1
63	2539	1
63	2987	1
63	3551	2
63	3642	1
63	3772	1
63	4542	1
72	2006	2
72	3090	1
72	3506	1
75	849	2
75	1366	2
75	1603	3
75	2069	3
75	2832	2
75	2834	3
75	3413	3
75	4244	2
77	568	1
77	810	2
77	1771	1
77	3108	1
77	3426	2
77	3527	2
79	184	1
79	1103	1
79	1117	1
79	1255	1
79	1614	1
79	1806	1
79	2373	1
79	2447	1
79	2485	1
79	2570	1
79	3593	1
79	4357	1
89	353	2
89	1339	1
89	1853	1
89	2970	1
89	4707	2
100	102	1
100	153	1
100	192	1
100	205	1
100	646	1
100	786	1
100	1283	2
100	1639	1
100	1668	1
100	2771	1
100	3265	1
100	4635	1
101	124	1
101	810	1
101	946	1
101	1283	2
101	1521	1
101	1766	1
101	3426	1
101	4635	2
102	105	1
102	119	5
102	153	5
102	205	5
102	239	1
102	402	1
102	646	2
102	733	5
102	786	6
102	850	2
102	1283	7
102	1556	10
102	1608	1
102	1668	1
102	2011	1
102	2332	3
102	2771	6
102	3228	4
102	3263	1
102	3265	4
102	3266	3
