id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
493	removal	0.589	0.0941	1	110	622	47	2019	2.6809	2.7328
494	representation	-0.6385	-0.191	2	113	673	55	2019	0.3273	0.3336
495	resistance	0.7595	-0.2086	1	162	729	60	2019	0.6333	0.6456
496	resistivity	0.6481	-0.1021	1	70	336	24	2019	0.4583	0.4672
497	resonant frequency	0.065	-0.7882	6	29	189	17	2019	0.1765	0.1799
498	respect	0.0955	-0.0383	8	92	317	26	2019	0.6923	0.7057
499	respondent	-0.8605	0.228	3	93	329	23	2019	0.6957	0.7091
500	return loss	-0.2246	-0.8829	6	43	287	15	2019	0.0667	0.068
501	rgo	1.2958	-0.301	1	52	503	24	2019	2.2917	2.3361
502	ring	0.0907	-0.4856	6	80	313	31	2019	0.3548	0.3617
503	river	0.3299	0.664	9	100	1033	72	2019	3.5	3.5678
504	river discharge	-0.0731	0.8111	4	27	123	13	2019	0.8462	0.8625
505	robot	-0.3354	-0.194	5	59	482	67	2019	0.6866	0.6999
506	rock	0.3782	0.2418	7	165	1167	91	2019	0.6813	0.6945
507	room temperature	0.8505	-0.0832	1	103	311	18	2019	0.5	0.5097
508	rpm	0.6314	-0.0407	1	48	110	11	2019	0.4545	0.4633
509	rule	-0.6816	-0.1532	2	125	478	56	2019	0.6071	0.6189
510	salinity	0.8098	0.2291	1	70	541	26	2019	1.2308	1.2546
511	sample	0.5425	0.0921	7	395	4726	311	2019	1.4598	1.4881
512	sar	-0.2769	0.5945	4	46	241	12	2019	0.25	0.2548
513	satellite	-0.3246	0.2589	4	136	648	49	2019	0.5918	0.6033
514	scaffold	1.4281	-0.1705	1	39	324	23	2019	2.6087	2.6592
515	scalar field	-0.8516	0.1786	4	8	63	24	2019	0.0833	0.0849
516	scanning electron microscope	1.3063	-0.1924	1	74	237	12	2019	0.6667	0.6796
517	scanning electron microscopy	1.213	0.0358	1	77	248	12	2019	0.9167	0.9344
518	sea	-0.2177	0.8858	4	93	837	53	2019	1.9057	1.9426
519	sea level	-0.2816	0.7635	4	57	250	17	2019	4.7059	4.797
520	sea level rise	-0.3278	0.878	4	34	251	14	2019	0.7857	0.8009
521	search	-0.5188	0.0416	2	107	313	32	2019	2.4688	2.5166
522	sector	-0.2779	0.1656	3	103	321	39	2019	0.2821	0.2875
523	sediment	0.5963	0.5611	9	99	672	42	2019	2.9762	3.0338
524	seizure	-0.6278	-0.5698	2	26	359	20	2019	1.7	1.7329
525	self	-0.5	-0.0157	5	84	499	36	2019	0.6389	0.6513
526	sem	0.9052	-0.0775	1	195	1206	65	2019	1.2923	1.3173
527	semarang	-0.4357	0.7679	4	46	367	17	2019	3.3529	3.4179
528	sentence	-1.0291	-0.281	2	62	635	46	2019	0.6522	0.6648
529	sentiment analysis	-0.8591	-0.2864	2	36	246	16	2019	1.4375	1.4653
530	september	-0.1718	0.8877	4	90	559	27	2019	2.5556	2.6051
531	serious game	-1.1688	0.0533	3	34	591	21	2019	0	0
532	server	-0.7579	-0.1406	2	92	301	32	2019	0.2812	0.2867
533	service	-0.7861	0.012	3	191	1505	126	2019	0.3492	0.356
534	shape	0.3334	-0.1697	6	203	936	63	2019	1.6508	1.6828
535	side	-0.0735	-0.1904	6	126	430	33	2019	0.2727	0.278
536	silk fibroin scaffold	1.4687	-0.1775	1	18	140	12	2019	0.8333	0.8495
537	simulation method	-0.392	-0.322	6	27	115	13	2019	0	0
538	skewness	-0.2598	-0.5018	2	23	84	10	2019	0.5	0.5097
539	slag	0.78	-0.1422	10	18	161	15	2019	1.6667	1.6989
540	smart city	-1.0042	0.1858	3	37	185	17	2019	3.4118	3.4778
541	smartphone	-0.6198	-0.0868	2	62	179	21	2019	1.1429	1.165
542	smes	-0.8015	0.1521	3	37	315	27	2019	1.037	1.0571
543	smi	-0.9769	0.2238	3	28	153	10	2019	0.9	0.9174
544	smis	-0.9272	0.2089	3	30	444	14	2019	0.2143	0.2184
545	snr	-0.488	-0.2888	2	42	127	15	2019	0.3333	0.3398
546	soc	-0.4152	-0.5302	2	47	386	27	2019	0.7778	0.7928
547	social medium	-1.0067	-0.17	2	64	275	20	2019	0	0
548	soh	-0.1085	-0.4951	2	20	216	11	2019	0.5455	0.556
549	soil	0.536	0.5781	9	96	709	67	2019	1.1194	1.1411
550	solar cell	0.7305	-0.3184	1	81	398	26	2019	0.5385	0.5489
551	solvent	1.3319	-0.09	1	110	701	34	2019	2.0588	2.0987
552	sound	-0.716	-0.174	2	78	299	28	2019	1.1429	1.165
553	southern part	-0.1327	0.7146	4	36	160	13	2019	0	0
554	spacer	0.1769	-0.5354	6	11	422	19	2019	0	0
555	species	0.4252	0.3677	4	128	773	89	2019	1.6629	1.6951
556	specification	-0.3689	-0.303	6	111	405	37	2019	0.3243	0.3306
557	specimen	0.7966	-0.064	1	95	381	28	2019	0.6429	0.6553
558	spectra	0.5529	0.0061	7	182	1050	72	2019	1.2361	1.2601
559	spectroscopy	1.0077	-0.1989	1	204	1135	73	2019	1.4795	1.5081
560	speech	-0.9706	-0.3056	2	57	218	18	2019	0.6111	0.6229
561	sql query	-1.1736	-0.312	2	16	178	11	2019	0	0
562	square	-0.1878	-0.4848	6	64	196	18	2019	1.1111	1.1326
563	srr	-0.0128	-0.8873	6	17	117	12	2019	0.5833	0.5946
564	sst	-0.2283	0.9984	4	48	471	28	2019	0.7143	0.7281
565	stakeholder	-0.8525	0.1185	3	72	252	17	2019	0.9412	0.9594
566	standard deviation	-0.3011	-0.2479	2	79	230	25	2019	1.04	1.0601
567	star	0.072	0.329	7	60	472	63	2019	0.254	0.2589
568	starch	0.9901	0.1187	1	31	306	22	2019	0.4545	0.4633
569	statistical analysis	-0.2032	0.1381	3	84	188	12	2019	0.4167	0.4247
570	strain	0.5055	0.3124	1	97	522	39	2019	3.1795	3.2411
571	strength	0.3443	0.0613	7	209	995	69	2019	1	1.0194
572	stress	0.2424	0.0813	4	147	697	48	2019	1.0208	1.0406
573	student	-0.8098	-0.043	3	124	1313	104	2019	0.5192	0.5293
574	study area	-0.0358	0.5251	4	87	233	26	2019	0.4615	0.4705
575	subcarrier	-0.6501	-0.4438	2	12	134	13	2019	1	1.0194
576	subject	-0.4853	-0.3015	2	76	486	58	2019	0.3966	0.4042
577	subsidence	-0.4245	0.7272	4	47	458	25	2019	2.72	2.7727
578	substrate	0.8883	-0.3238	1	160	987	59	2019	0.9322	0.9503
579	subsystem	-0.4768	-0.2188	5	69	360	38	2019	0.1316	0.1341
580	success	-0.7014	-0.0612	3	138	350	28	2019	0.3214	0.3277
581	success rate	-0.5467	-0.0777	5	43	163	13	2019	0.0769	0.0784
582	sumatra	-0.0573	0.8978	4	100	548	34	2019	2.3529	2.3985
583	sun	0.2617	0.4151	7	27	90	14	2019	0.3571	0.3641
584	support vector machine	-0.6115	-0.4828	2	58	229	15	2019	1.4	1.4271
585	surface area	1.0994	-0.1051	1	113	642	36	2019	3.3333	3.3979
586	surface sediment	0.6495	0.7324	9	37	324	16	2019	4.25	4.3323
587	surfactant	1.0991	0.1558	1	76	959	49	2019	0.5714	0.5825
588	svm	-0.5047	-0.4384	2	70	344	23	2019	0.6957	0.7091
589	synthesis	1.1013	-0.074	1	176	1263	76	2019	2.6053	2.6557
590	system dynamics model	-0.8931	0.1819	3	22	122	10	2019	0.7	0.7136
591	system performance	-0.4569	-0.309	2	83	210	18	2019	0.7222	0.7362
592	systematic literature review	-1.1553	0.0665	3	39	243	14	2019	0	0
593	tem	1.3239	-0.2839	1	56	192	10	2019	1.3	1.3252
594	temperature	0.59	0.0888	1	350	3594	266	2019	1.2105	1.234
595	template	0.5535	-0.0976	1	68	217	21	2019	2	2.0387
596	tensile strength	1.2009	-0.2424	1	74	397	20	2019	1.05	1.0703
597	text	-1.0204	-0.3449	2	50	272	24	2019	0.3333	0.3398
598	texture	0.1769	-0.0154	10	33	175	18	2019	0.3333	0.3398
599	thermal conductivity	0.8057	-0.0916	1	43	212	16	2019	1.625	1.6565
600	thickness	0.4576	-0.2384	6	205	1134	86	2019	0.4535	0.4623
601	thing	-0.7596	-0.1133	2	189	695	61	2019	0.4098	0.4178
602	throughput	-0.6747	-0.3554	2	60	207	25	2019	0.24	0.2446
603	tio2	1.1259	-0.0355	1	76	505	31	2019	1	1.0194
604	topology	-0.7837	-0.3491	2	76	277	26	2019	1.1154	1.137
605	tortuosity	0.5014	0.1268	7	21	356	20	2019	0.65	0.6626
606	track	-0.501	0.0503	5	80	330	28	2019	0.1071	0.1092
607	training	-0.5334	-0.2179	5	86	311	27	2019	0.5185	0.5286
608	training data	-0.8264	-0.3143	2	73	244	19	2019	0.2632	0.2683
609	transformer	0.1489	-0.3629	5	96	533	44	2019	0.1591	0.1622
610	transition	0.3342	0.3161	4	99	344	23	2019	2.8261	2.8808
611	transmission line	-0.555	0.383	3	11	88	16	2019	0.75	0.7645
612	transmittance	0.9972	-0.335	1	47	239	18	2019	0.8333	0.8495
613	transmitter	-0.4482	-0.5204	2	66	217	22	2019	0.2727	0.278
614	transport	-0.1059	0.657	4	140	934	58	2019	3.6034	3.6732
615	treatment	0.7054	-0.1232	1	288	2068	159	2019	1.3899	1.4169
616	tsunami	-0.2975	0.8565	4	52	585	39	2019	8.8718	9.0436
617	tube	0.8363	-0.1561	1	72	709	39	2019	1.1538	1.1762
618	uav	-0.0453	0.0885	5	10	36	14	2019	0.8571	0.8737
619	university	-0.3858	-0.1039	5	103	422	35	2019	1.5143	1.5436
620	urban area	-0.4127	0.562	4	66	255	19	2019	3.3684	3.4337
621	urban kampung	-0.548	0.4902	3	16	101	10	2019	0.3	0.3058
622	urea	1.2358	0.0701	1	45	257	17	2019	0.8235	0.8395
623	usability	-0.9535	-0.1977	2	37	129	10	2019	0.1	0.1019
624	user	-0.7539	-0.2475	2	236	1795	160	2019	0.2938	0.2994
625	utility	-0.5538	-0.0953	3	37	103	12	2019	0.0833	0.0849
626	v v	1.3475	-0.0599	1	61	200	10	2019	0.3	0.3058
627	validity	-0.7879	0.199	3	77	291	13	2019	1.6154	1.6467
628	variability	-0.2107	0.8486	4	104	601	44	2019	2	2.0387
629	variance	-0.2191	-0.1981	2	76	221	21	2019	0.9048	0.9223
630	vector	-0.7193	-0.2203	2	64	414	32	2019	1.75	1.7839
631	video	-0.6982	-0.2425	2	79	185	20	2019	1.5	1.5291
632	view	-0.8185	0.0832	3	110	308	24	2019	0.5	0.5097
633	virus	-0.0759	0.0971	5	28	228	19	2019	3.2632	3.3264
634	viscosity	0.9095	-0.0409	1	112	596	36	2019	0.5278	0.538
635	visible light communication	-0.5408	-0.5895	2	35	136	16	2019	0.625	0.6371
636	vlc	-0.372	-0.542	2	48	167	16	2019	0.8125	0.8282
637	volcano	0.0849	0.815	4	85	883	52	2019	3.9038	3.9795
638	voltage	-0.0487	-0.3144	5	220	1386	120	2019	0.5833	0.5946
639	volume operator	-0.4071	0.1612	8	11	136	11	2019	0	0
640	vswr	-0.2341	-0.7975	6	40	302	13	2019	0	0
641	w v	1.3871	-0.0202	1	80	354	18	2019	1.5	1.5291
642	w w	1.1838	-0.0799	1	82	406	19	2019	1.0526	1.073
643	wall	0.4018	-0.1254	1	94	332	27	2019	0.4074	0.4153
644	waste	0.5147	0.1078	1	192	1404	101	2019	1.8911	1.9277
645	wastewater	0.7331	0.153	1	67	449	32	2019	2.8438	2.8988
646	water	0.5628	0.3285	1	307	2951	183	2019	1.5956	1.6265
647	water content	0.7725	-0.1466	1	86	248	14	2019	1.3571	1.3834
648	waveform	-0.2096	-0.2338	2	91	448	37	2019	0.9189	0.9367
649	weakness	-0.571	-0.2895	2	67	172	13	2019	0.4615	0.4705
650	web	-0.9064	-0.1213	3	54	166	12	2019	0	0
651	webcam	-0.7632	-0.1256	2	26	95	10	2019	0	0
652	week	0.3952	-0.1564	5	46	167	10	2019	0.4	0.4077
653	west java	-0.2352	0.667	4	160	691	45	2019	1.0222	1.042
654	width	0.2671	-0.1907	6	105	319	29	2019	1	1.0194
655	wind	-0.2335	0.9613	4	64	471	33	2019	1.2121	1.2356
656	wireless sensor network	-0.7509	-0.3959	2	42	127	12	2019	0.6667	0.6796
657	wood	0.4595	-0.1501	10	31	343	24	2019	0.25	0.2548
658	word	-0.9002	-0.2414	2	84	690	53	2019	0.566	0.577
659	worker	-0.8909	0.0308	3	61	227	26	2019	0.0769	0.0784
660	wsn	-0.7577	-0.5064	2	22	180	15	2019	0.5333	0.5437
661	x ray diffraction	1.0398	-0.2283	1	141	675	32	2019	1.1875	1.2105
662	xrd	1.0621	-0.159	1	163	932	44	2019	1.0455	1.0657
663	xylan	1.8717	-0.0377	11	7	120	10	2019	1	1.0194
664	yeast	0.8155	0.1955	1	37	268	21	2019	0.4286	0.4369
665	yield	0.9786	0.0542	1	126	719	49	2019	2.8163	2.8709
666	zeolite	1.0857	0.0109	1	72	623	43	2019	1.2558	1.2801
667	zno	1.1365	-0.1237	1	64	336	25	2019	1.32	1.3456
