3	305	1
3	2236	1
3	3777	1
12	1023	1
12	1483	10
12	1558	2
12	1916	11
12	2998	4
12	3777	4
12	4171	1
12	4218	2
12	4376	1
15	398	1
15	863	1
15	954	1
15	1758	1
15	2480	1
15	2976	1
15	3142	1
15	3469	1
19	1086	1
19	1163	1
19	1729	1
19	2093	1
19	3713	1
19	4341	1
19	4387	1
33	2147	2
33	3378	2
33	3614	2
78	795	1
78	1181	1
78	1197	1
78	1287	1
78	2476	1
78	2744	1
78	3483	1
78	4428	1
99	102	1
99	153	1
99	205	1
99	733	1
99	786	1
99	1283	1
99	2771	1
99	3265	1
102	153	1
102	205	1
102	544	1
102	646	1
102	661	1
102	733	2
102	786	2
102	1283	2
102	1556	3
102	1687	1
102	2021	1
102	2332	1
102	2404	1
102	2771	2
102	2844	1
102	3228	1
102	3239	2
102	3265	1
102	3266	1
102	3416	1
102	3490	2
102	3725	1
102	4199	2
102	4635	1
102	4719	1
102	4789	1
111	113	1
111	1473	1
111	2241	1
111	2766	1
111	3193	1
111	3422	1
111	3955	1
111	4271	1
111	4372	1
111	4464	1
112	113	5
112	1473	1
112	2241	1
112	2766	1
112	3193	5
112	3422	5
112	3955	5
112	4271	5
112	4372	5
112	4464	5
113	268	1
113	358	1
113	443	1
113	1078	1
113	1610	1
113	1901	1
113	1984	2
113	2389	1
113	2924	1
113	3166	1
113	3188	1
113	3193	10
113	3218	1
113	3303	1
113	3358	1
113	3419	1
113	3421	1
113	3422	10
113	3481	1
113	3560	1
113	3608	1
113	3824	1
113	3955	1
113	4077	1
113	4261	2
113	4271	10
113	4370	1
113	4372	9
113	4464	1
113	4571	1
113	4773	1
136	963	2
136	1122	2
136	1347	2
136	1446	1
136	2276	1
136	2798	2
136	3465	2
136	3724	2
136	4058	1
136	4161	2
144	599	1
144	1309	1
144	1549	1
144	1689	1
144	2003	1
144	2942	1
144	3391	1
144	4416	1
153	646	1
153	733	1
153	786	1
153	1283	1
153	2771	1
157	1283	1
157	3177	1
157	3685	1
157	4635	1
157	4713	1
158	1283	1
158	3177	1
158	3685	1
158	4635	1
158	4713	1
159	369	1
159	514	1
159	1185	1
159	2171	1
159	4408	1
159	4459	1
164	165	2
164	282	2
164	655	1
164	932	1
164	1303	1
164	1415	1
164	1759	1
164	1792	2
164	1797	1
164	2034	1
165	282	3
165	932	2
165	1414	2
165	1698	1
165	1792	3
165	1798	1
165	2034	1
165	4658	1
172	248	1
172	1972	1
172	2256	1
172	2458	1
172	2574	1
172	2684	1
172	3617	1
172	3622	1
172	3698	1
194	327	1
194	1440	1
194	1548	1
194	2468	1
194	2597	1
194	3189	1
205	646	1
205	733	1
205	786	1
205	1283	1
205	2771	1
213	395	1
213	954	2
213	1878	2
213	4133	1
215	601	1
215	870	1
215	2221	1
215	2645	1
215	3580	1
221	1772	1
221	1980	1
221	3534	1
226	1553	1
226	2166	1
226	2710	1
226	3142	1
226	3507	1
236	865	2
236	1465	1
236	1755	1
236	1756	1
236	2420	1
236	2833	1
236	2834	1
236	3161	1
248	524	1
248	1972	2
248	2256	2
248	2458	2
248	2574	2
248	2684	2
248	3617	2
248	3622	1
248	3698	2
256	628	1
256	1139	1
256	2044	1
256	4224	1
264	2147	1
264	3378	1
264	3614	1
268	3193	1
268	3422	1
268	3955	1
268	4271	1
268	4372	1
268	4464	1
277	628	1
277	1139	1
277	2044	1
277	4224	1
282	655	1
282	932	3
282	1303	1
282	1414	2
282	1415	1
282	1698	1
282	1759	1
282	1790	1
282	1792	6
282	1797	1
282	1798	1
282	2034	2
282	4658	1
290	2770	1
290	3488	1
290	4635	1
305	2237	1
305	3919	1
305	4222	1
309	724	4
309	1314	8
309	1437	8
309	1486	1
309	1587	1
309	1880	1
309	2956	3
309	3474	2
309	4075	7
309	4391	2
309	4546	8
309	4792	1
313	628	1
313	1139	1
313	2044	1
313	4224	1
314	911	2
314	1345	1
314	1606	1
314	3310	1
314	3910	3
314	4409	2
314	4598	1
325	402	1
325	510	1
325	1283	1
325	2011	1
325	3177	1
325	4400	1
327	2286	1
327	2467	1
327	2596	1
327	3056	1
327	3189	1
349	1515	1
349	2277	1
349	3060	1
349	3524	1
349	3777	1
355	414	1
355	575	1
355	1193	1
355	2133	1
355	2722	1
355	3656	1
358	3193	1
358	3422	1
358	3955	1
358	4271	1
358	4372	1
358	4464	1
359	616	1
359	1388	1
359	1515	1
359	3060	1
359	3777	1
359	4134	1
367	677	1
367	1374	1
367	3338	1
367	3433	1
367	3446	1
369	514	1
369	1185	2
369	1633	1
369	2171	1
369	2685	1
369	4408	2
369	4459	2
370	445	1
370	954	1
370	3018	1
370	3036	1
370	3937	1
370	4131	1
370	4735	1
395	954	1
395	1878	1
398	863	2
398	954	1
398	1758	1
398	2480	1
398	2976	1
398	3006	1
398	3142	2
398	3469	2
398	4362	1
402	510	1
402	1283	2
402	1608	1
402	1727	1
402	2011	1
402	2150	1
402	2395	1
402	3177	1
402	3414	1
402	4400	1
402	4721	1
414	517	1
414	1338	1
414	1372	1
414	1883	1
414	3384	1
414	3787	1
414	3868	1
415	904	1
415	1147	1
415	1324	1
415	1580	1
415	2137	1
415	2197	1
415	2757	1
415	3119	1
415	4038	2
415	4040	1
415	4143	1
443	762	1
443	1982	1
443	3608	1
445	954	2
445	1075	1
445	2108	1
445	2140	1
445	3018	2
445	3036	3
445	3652	1
445	3937	2
445	4131	2
445	4354	1
445	4546	1
445	4735	3
454	859	1
454	1352	1
454	2940	1
455	1086	1
455	1163	1
455	1729	1
455	2093	1
455	3713	1
455	4341	1
455	4387	1
488	804	1
488	904	2
488	1336	1
488	1469	1
488	1991	1
488	2468	2
488	2597	2
488	2827	1
488	3046	1
488	3234	2
488	3283	1
488	4076	1
488	4553	1
506	2147	1
506	3378	1
506	3614	1
510	1283	2
510	1608	1
510	1727	1
510	2150	1
510	2395	1
510	3177	1
510	3414	1
510	3685	1
510	4635	1
510	4713	1
510	4721	1
514	1185	1
514	1633	1
514	2685	1
514	4408	1
514	4459	1
517	2133	1
524	1972	1
524	2256	1
524	2458	1
524	2574	1
524	2684	1
524	3617	1
524	3622	1
524	3698	1
544	1556	1
544	1687	1
544	3490	1
575	1055	1
575	2582	1
575	3801	1
575	4688	1
585	871	1
585	1306	1
585	1408	1
585	4281	1
586	818	1
588	974	1
588	1398	1
588	3036	1
588	3747	1
593	601	1
593	870	1
593	2221	1
593	2645	1
593	3580	1
599	2942	1
599	3391	1
599	4093	1
601	981	1
602	1029	2
602	1110	2
602	1522	2
602	2159	2
602	2813	2
602	4434	2
612	881	1
612	1176	1
612	2970	1
616	1871	1
616	3749	1
628	1139	4
628	1483	1
628	1878	1
628	1906	1
628	1916	1
628	2044	7
628	2528	1
628	2544	1
628	2695	1
628	2980	1
628	3028	1
628	4171	1
628	4224	4
646	733	1
646	786	1
646	1283	1
646	2771	1
646	3265	1
655	932	1
655	1414	1
655	1792	1
661	2021	1
661	3266	1
661	3416	1
661	4199	1
661	4789	1
665	2005	1
665	2109	1
665	4703	1
668	2729	1
668	3998	1
677	1238	1
677	1374	1
677	3244	1
677	3433	1
677	3446	2
703	1421	1
703	1609	1
703	1611	2
703	1640	1
703	2157	2
703	2328	2
703	2330	2
703	2739	1
703	3851	2
703	4235	1
712	2147	1
712	3378	1
712	3614	1
723	1086	1
723	1163	1
723	1729	1
723	2093	1
723	3713	1
723	4341	1
723	4387	1
724	1314	5
724	1437	5
724	2956	2
724	3474	1
724	4075	5
724	4391	1
724	4546	5
724	4792	1
729	1878	2
729	1975	1
729	2148	1
729	2149	1
729	2490	1
729	4032	2
733	786	2
733	1283	2
733	2771	2
733	3265	1
745	1086	1
745	1163	1
745	1729	1
745	2093	1
745	3713	1
745	4341	1
745	4387	1
750	2005	1
750	2109	1
750	4703	1
751	1072	1
751	1569	1
751	2544	1
751	3776	1
751	4674	1
758	2147	1
758	3378	1
758	3614	1
762	1078	1
762	1901	1
762	2389	1
762	3608	1
786	1283	2
786	2771	2
786	3265	1
794	2147	2
794	3378	2
794	3614	2
795	1181	1
795	1197	1
795	1287	1
795	2476	1
795	2744	1
795	3483	1
795	3595	1
795	4428	1
802	1718	1
802	2210	1
802	3435	1
802	4614	1
803	1086	1
803	1163	1
803	1729	1
803	2093	1
803	3713	1
803	4341	1
803	4387	1
804	904	7
804	921	1
804	1245	1
804	1336	3
804	1340	1
804	1469	4
804	1706	1
804	1991	1
804	2468	6
804	2597	7
804	2757	1
804	2827	2
804	3046	2
804	3234	6
804	3283	2
804	3291	1
804	3876	1
804	4076	3
804	4553	1
818	3796	1
818	4415	1
832	1086	1
832	1163	1
832	1729	1
832	2093	1
832	3713	1
832	4341	1
832	4387	1
851	979	1
851	2690	1
851	4686	1
853	2819	1
853	3059	1
853	4071	1
859	1352	1
859	2603	1
859	3639	1
859	4328	1
859	4746	1
863	954	1
863	1758	1
863	2480	1
863	2976	1
863	3006	1
863	3142	2
863	3469	2
863	4362	1
865	1465	1
865	1755	1
865	1756	1
865	2420	1
865	2833	1
865	2834	1
865	3161	1
870	981	1
871	1306	1
871	1408	1
871	1840	1
871	3037	1
871	3184	1
871	4128	1
871	4281	3
871	4456	1
871	4629	1
881	1710	1
881	2876	1
881	2879	1
881	2970	1
881	3185	1
887	4314	1
887	4679	1
896	911	3
896	1345	1
896	1606	1
896	3310	1
896	3910	4
896	4409	3
896	4598	1
904	921	1
904	1147	1
904	1245	1
904	1324	1
904	1336	5
904	1340	2
904	1435	2
904	1469	7
904	1580	1
904	1706	1
904	1991	2
904	2137	1
904	2197	1
904	2301	2
904	2468	9
904	2597	12
904	2757	2
904	2827	4
904	2868	2
904	3046	2
904	3119	1
904	3149	1
904	3234	9
904	3283	2
904	3291	2
904	3761	1
904	3876	2
904	4038	3
904	4040	1
904	4076	5
904	4143	1
904	4264	2
904	4553	2
911	1836	3
911	3908	1
911	3909	1
911	3910	2
911	4409	2
921	1336	1
921	1469	1
921	2468	1
921	2597	1
921	3234	1
921	3291	1
932	1303	1
932	1414	1
932	1415	1
932	1759	1
932	1792	3
932	1797	1
932	2034	1
933	2119	1
933	2786	1
941	1772	1
941	1980	1
941	3534	1
944	2120	1
944	3446	1
944	3841	1
944	3912	1
944	4183	1
944	4281	1
953	1072	1
953	1569	1
953	2544	1
953	3776	1
953	4674	1
954	1075	1
954	1553	1
954	1878	2
954	2108	1
954	2140	1
954	2166	1
954	2710	1
954	3006	1
954	3036	1
954	3142	2
954	3469	1
954	3507	1
954	3652	1
954	4133	1
954	4354	1
954	4362	1
954	4546	1
954	4735	1
963	1122	2
963	1347	2
963	1446	1
963	2276	1
963	2798	2
963	3465	2
963	3724	2
963	4058	1
963	4161	2
974	1398	1
974	3036	1
979	2690	1
981	2221	1
981	2645	1
981	3580	1
1023	1483	3
1023	1558	1
1023	1916	3
1023	2998	1
1023	3777	1
1023	4171	1
1023	4218	2
1029	1110	2
1029	1522	2
1029	2159	2
1029	2813	2
1029	4434	2
1055	1193	1
1055	2722	1
1055	3656	1
1072	1101	1
1072	1569	1
1072	2544	2
1072	3510	1
1072	3775	1
1072	3776	1
1072	4674	1
1075	3018	1
1075	3036	1
1075	3937	1
1075	4131	1
1075	4735	1
1078	1982	1
1078	3608	1
1086	1163	1
1086	1660	1
1086	1729	2
1086	2093	2
1086	2257	1
1086	3237	1
1086	3699	1
1086	3713	2
1086	3809	1
1086	4341	2
1086	4387	2
1086	4623	1
1101	1569	1
1101	2544	1
1101	3776	1
1101	4674	1
1109	3088	1
1110	1522	2
1110	2159	2
1110	2813	2
1110	4434	2
1122	1347	2
1122	1446	1
1122	2276	1
1122	2798	2
1122	3465	2
1122	3724	2
1122	4058	1
1122	4161	2
1139	1906	1
1139	2044	2
1139	2528	1
1139	3028	1
1147	3149	1
1147	4038	1
1163	1660	1
1163	1729	1
1163	2093	1
1163	2257	1
1163	3237	1
1163	3699	1
1163	3713	1
1163	3809	1
1163	4341	1
1163	4387	1
1163	4623	1
1176	1710	1
1176	2876	1
1176	2879	1
1176	2970	1
1176	3185	1
1181	1197	1
1181	1287	1
1181	2476	1
1181	2744	1
1181	3595	1
1185	1633	1
1185	2171	1
1185	2685	1
1185	4408	2
1185	4459	2
1193	2582	1
1193	3801	1
1193	4688	1
1197	1574	1
1197	2004	1
1197	4419	1
1197	4428	1
1207	2005	1
1207	2109	1
1207	4703	1
1238	1374	1
1238	2120	1
1238	3338	1
1238	3433	1
1238	3446	2
1238	3841	1
1238	3912	1
1238	4183	1
1238	4281	1
1245	1336	1
1245	1469	1
1245	1991	1
1245	2468	1
1245	2597	1
1245	2827	1
1245	3234	1
1245	4076	1
1245	4553	1
1283	1608	1
1283	1727	1
1283	2011	2
1283	2150	1
1283	2395	1
1283	2771	2
1283	3177	4
1283	3265	1
1283	3414	1
1283	3470	1
1283	3685	2
1283	4400	3
1283	4584	1
1283	4635	2
1283	4713	2
1283	4721	1
1287	1574	1
1287	2004	1
1287	4419	1
1287	4428	1
1294	1515	1
1294	2378	2
1294	3060	1
1294	3793	4
1294	4160	1
1294	4450	4
1303	1414	1
1303	1792	1
1306	4128	1
1306	4281	1
1309	2942	1
1309	3391	1
1309	4093	1
1314	1437	10
1314	1486	2
1314	1587	2
1314	1880	2
1314	2956	3
1314	3474	2
1314	4075	8
1314	4391	2
1314	4546	10
1314	4792	1
1324	3149	1
1324	4038	1
1336	1340	1
1336	1469	3
1336	1706	1
1336	2468	4
1336	2597	5
1336	2757	1
1336	2827	1
1336	3046	1
1336	3234	4
1336	3283	1
1336	3291	1
1336	3876	1
1336	4076	2
1338	2133	1
1340	1469	1
1340	1991	1
1340	2468	2
