21	595	3
21	1324	3
21	2004	3
21	2666	3
21	3417	2
21	3762	3
23	1095	1
23	2355	1
23	2596	1
23	2814	1
23	2841	1
23	4017	1
23	5118	1
25	74	1
25	1677	2
25	4671	1
63	234	1
63	602	1
63	1701	1
63	3569	1
63	4649	1
66	88	5
66	466	1
66	593	7
66	1013	3
66	1020	1
66	1031	2
66	1371	8
66	2016	3
66	2552	1
66	2707	2
66	2855	2
66	2859	7
66	2870	2
66	3511	2
66	3571	2
66	4347	2
66	4849	3
66	4971	2
72	1167	1
72	1817	1
72	2295	1
74	1677	1
84	595	3
84	1324	3
84	2004	3
84	2666	3
84	3417	2
84	3762	3
88	466	1
88	593	4
88	1013	2
88	1031	1
88	1371	5
88	2016	1
88	2552	1
88	2707	1
88	2855	1
88	2859	4
88	2870	1
88	3511	1
88	3571	1
88	4347	2
88	4849	1
88	4971	1
91	423	2
91	479	3
91	596	4
91	1000	3
91	1305	2
91	1424	2
91	1560	2
91	1561	1
91	2019	1
91	2174	2
91	2177	2
91	2779	1
91	3030	2
91	3207	1
91	4221	2
91	4338	2
91	4929	1
91	5104	2
91	5110	2
109	715	1
109	2365	1
109	2549	1
109	2777	1
110	145	1
110	1710	1
114	288	1
114	475	1
114	585	1
114	619	1
114	779	1
114	849	1
114	1130	1
114	1868	1
114	2337	1
114	2780	1
114	3006	1
114	3052	1
114	3188	1
114	3198	1
114	4028	1
114	4075	1
114	4202	1
114	4823	1
114	5159	1
144	145	1
144	1710	1
146	189	2
146	1725	1
146	1859	1
146	3686	2
146	3719	2
146	3865	2
157	1665	1
157	2371	1
157	3613	1
166	194	1
166	233	1
166	297	1
166	474	1
166	1160	1
166	1296	1
166	1568	1
166	1588	1
166	1604	1
166	1610	1
166	1972	1
166	2423	1
166	2530	1
166	2659	1
166	3461	1
166	3469	1
166	3602	1
166	3913	1
166	4709	1
166	4761	1
166	4788	1
180	3545	2
180	3634	6
180	4341	2
189	1725	1
189	1859	1
189	3686	2
189	3719	2
189	3865	2
194	233	1
194	297	1
194	1296	1
194	1568	1
194	1588	1
194	1610	1
194	2423	1
194	2530	1
194	3461	1
194	3469	1
194	3913	1
194	4709	1
194	4761	1
194	4788	1
208	1388	1
208	2878	1
208	3998	1
209	361	1
209	936	1
209	1581	1
209	1902	1
212	387	1
212	563	1
212	2225	1
212	3526	1
212	3650	1
212	4829	1
218	356	1
218	2005	1
218	2090	1
218	3595	1
219	4244	1
219	4245	1
233	297	2
233	474	1
233	1160	1
233	1296	2
233	1568	2
233	1588	2
233	1604	1
233	1610	2
233	1972	1
233	2423	2
233	2530	2
233	2659	1
233	3461	2
233	3469	2
233	3602	1
233	3913	2
233	4709	2
233	4761	2
233	4788	2
234	2091	1
237	914	2
237	3788	2
237	4917	2
254	387	1
254	563	1
254	2225	1
254	3526	1
254	3650	1
254	4829	1
258	621	1
258	1046	1
258	1715	1
258	1967	1
258	4492	1
258	5030	1
288	623	1
288	748	1
288	852	1
288	1153	1
288	1868	1
