1	2	1
1	7	1
1	17	1
1	19	1
1	25	1
1	33	1
1	43	1
1	53	1
1	57	1
1	62	1
1	63	1
1	64	1
2	5	1
2	7	2
2	10	1
2	13	1
2	17	1
2	18	1
2	19	1
2	20	1
2	23	1
2	24	1
2	25	59
2	28	1
2	30	2
2	33	5
2	38	4
2	39	2
2	42	1
2	43	1
2	51	1
2	53	1
2	54	2
2	56	2
2	57	6
2	62	10
2	63	5
2	64	1
3	12	1
3	25	8
3	30	1
3	33	1
3	41	1
3	46	1
3	56	1
3	63	1
4	13	1
4	20	1
4	21	1
4	25	3
4	30	1
4	40	1
4	48	1
4	49	1
4	55	1
4	63	2
5	12	1
5	13	1
5	19	1
5	20	1
5	21	1
5	24	1
5	25	12
5	30	1
5	33	3
5	45	1
5	48	1
5	52	1
5	56	1
5	57	1
5	59	1
5	63	1
6	9	1
6	25	1
6	44	1
6	52	1
6	57	1
6	64	1
7	10	1
7	17	1
7	18	1
7	19	1
7	25	2
7	28	1
7	33	2
7	38	1
7	39	1
7	43	1
7	53	1
7	54	1
7	57	1
7	62	2
7	63	2
7	64	1
8	9	1
8	25	1
8	32	1
8	33	1
8	36	1
8	44	1
8	48	1
8	57	1
8	64	1
9	25	3
9	32	1
9	33	1
9	36	1
9	44	2
9	48	1
9	52	1
9	57	2
9	64	2
10	18	1
10	25	3
10	28	1
10	30	1
10	33	1
10	38	1
10	39	1
10	54	1
10	56	1
10	62	1
10	63	1
11	25	1
11	30	1
12	15	1
12	25	10
12	30	5
12	38	2
12	41	1
12	46	1
12	48	1
12	56	2
12	57	1
12	63	1
13	20	2
13	21	1
13	25	2
13	33	1
13	40	1
13	49	1
13	55	1
13	63	2
14	25	2
14	38	2
15	25	4
15	41	1
16	25	1
16	33	1
16	57	1
17	19	1
17	25	2
17	31	1
17	33	1
17	43	1
17	53	1
17	57	1
17	62	2
17	63	2
17	64	1
18	25	2
18	28	1
18	33	1
18	38	1
18	39	1
18	54	1
18	62	1
18	63	1
19	20	2
19	24	1
19	25	14
19	33	1
19	38	1
19	43	1
19	53	1
19	54	1
19	56	1
19	57	2
19	59	1
19	62	2
19	63	1
19	64	1
20	21	2
20	22	1
20	25	24
20	26	1
20	33	1
20	35	1
20	38	1
20	40	1
20	44	1
20	49	1
20	51	1
20	54	1
20	55	1
20	61	1
20	62	3
20	63	2
21	25	3
21	40	1
21	49	1
21	55	1
21	63	1
22	25	1
23	25	2
24	25	12
24	26	1
24	27	1
24	31	1
24	38	1
24	49	1
24	54	2
24	56	2
24	59	1
24	63	2
25	26	2
25	27	4
25	28	2
25	29	3
25	30	128
25	31	2
25	32	1
25	33	54
25	34	1
25	35	1
25	36	2
25	37	2
25	38	42
25	39	7
25	40	1
25	41	9
25	42	3
25	43	1
25	44	6
25	45	2
25	46	3
25	47	3
25	48	12
25	49	2
25	50	11
25	51	8
25	52	2
25	53	1
25	54	13
25	55	1
25	56	40
25	57	17
25	58	2
25	59	1
25	60	1
25	61	1
25	62	37
25	63	36
25	64	6
26	54	1
27	33	3
28	29	1
28	33	1
28	38	1
28	39	1
28	54	1
28	62	2
28	63	1
29	62	1
30	33	5
30	36	1
30	38	1
30	41	1
30	42	1
30	46	1
30	48	3
30	56	11
30	57	1
30	62	3
30	63	3
30	64	1
31	38	1
31	49	1
31	62	1
31	63	2
32	33	1
32	36	1
32	44	1
32	48	1
32	57	1
32	64	1
33	36	1
33	38	3
33	39	2
33	42	1
33	43	1
33	44	1
33	48	1
33	50	2
33	52	1
33	53	1
33	54	1
33	57	3
33	62	2
33	63	5
33	64	3
34	62	1
36	44	1
36	48	1
36	57	1
36	64	1
38	39	1
38	42	1
38	48	1
38	49	1
38	54	1
38	62	3
38	63	3
39	54	1
39	62	1
39	63	1
40	49	1
40	55	1
40	63	1
41	46	1
41	51	1
41	56	2
41	62	1
41	63	1
43	53	1
43	57	1
43	62	1
43	63	1
43	64	1
44	48	1
44	50	1
44	52	1
44	57	2
44	61	1
44	64	2
45	51	1
46	56	1
46	63	1
48	56	1
48	57	2
48	63	1
48	64	1
49	55	1
49	63	2
50	63	1
51	54	1
51	57	1
51	62	2
52	57	1
52	64	1
53	57	1
53	62	1
53	63	1
53	64	1
54	57	1
54	62	3
54	63	2
55	63	1
56	57	1
56	63	2
56	64	1
57	62	5
57	63	1
57	64	3
62	63	7
62	64	2
63	64	2
